('Total Revenue', '221,192 ', '165,575 ', '55,392 ', '8,549 ', '-- ')
         754041 function calls (729990 primitive calls) in 9.827 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      236    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
       47    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
    69/49    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       52    0.000    0.000    0.002    0.000 css_parser.py:1092(<listcomp>)
        1    0.000    0.000    0.047    0.047 ssl.py:1014(_create)
       10    0.000    0.000    0.004    0.000 enum.py:536(_convert_)
      193    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       50    0.000    0.000    0.000    0.000 ipaddress.py:1908(__init__)
        1    0.000    0.000    0.119    0.119 element.py:1(<module>)
        2    0.000    0.000    0.005    0.002 models.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.004    0.004 ssl.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
    83/61    0.000    0.000    0.003    0.000 typing.py:401(__getitem__)
      294    0.000    0.000    0.000    0.000 enum.py:801(value)
        3    0.000    0.000    0.010    0.003 response.py:1(<module>)
      125    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
  136/118    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       48    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       31    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.045    0.045 adapters.py:1(<module>)
        1    0.000    0.000    3.184    3.184 connection.py:669(connect)
      397    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
       23    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    1.081    1.081 connection.py:485(getresponse)
      133    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.014    0.014 url.py:1(<module>)
    87/85    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       37    0.000    0.000    0.139    0.004 models.py:816(generate)
       19    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
        1    0.000    0.000    3.136    3.136 connection.py:192(_new_conn)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    3.136    3.136 connection.py:27(create_connection)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
       22    0.000    0.000    0.001    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.013    0.013 connectionpool.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      163    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    9.415    9.415 financial.py:9(reciever)
       13    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        1    0.000    0.000    3.052    3.052 socket.py:938(getaddrinfo)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        1    0.000    0.000    4.406    4.406 sessions.py:673(send)
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        4    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.007    0.007 cookiejar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       87    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.015    0.015 ssl_.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        6    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f62da811fc0}
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.165    0.165 __init__.py:209(__init__)
        1    0.000    0.000    0.045    0.045 sessions.py:1(<module>)
       84    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        1    0.000    0.000    0.047    0.047 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    4.409    4.409 sessions.py:500(request)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      191    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       52    0.000    0.000    0.000    0.000 typing_extensions.py:2872(_check_generic)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       14    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
       31    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    4.265    4.265 connectionpool.py:377(_make_request)
       25    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:156(_NetlocResultMixinBase)
       23    0.000    0.000    0.000    0.000 parse.py:123(_coerce_args)
       86    0.000    0.000    0.000    0.000 os.py:759(decode)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
      156    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        9    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
    67/36    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.014    0.014 client.py:1(<module>)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.001    0.001 sessions.py:390(__init__)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:204(get_netrc_auth)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    4.265    4.265 connectionpool.py:592(urlopen)
       91    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
       16    0.000    0.000    0.029    0.002 css_parser.py:296(__init__)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        1    0.000    0.000    0.072    0.072 client.py:224(parse_headers)
      136    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
       13    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       84    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
      136    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        7    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      191    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       37    0.000    0.000    0.139    0.004 response.py:1044(stream)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        1    0.000    0.000    4.410    4.410 api.py:14(request)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
        1    0.000    0.000    0.031    0.031 css_parser.py:418(CSSParser)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    4.266    4.266 adapters.py:613(send)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
       32    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       39    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
       14    0.000    0.000    0.013    0.001 css_parser.py:1135(process_selectors)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        5    0.000    0.000    0.000    0.000 client.py:1239(putheader)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.052    0.026 api.py:1(<module>)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       25    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        3    0.000    0.000    0.005    0.002 element.py:1079(_find_all)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        2    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
        9    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
      113    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        1    0.000    0.000    0.009    0.009 compat.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        1    0.000    0.000    0.056    0.056 formatter.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        2    0.000    0.000    0.011    0.005 parser.py:1(<module>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _request_methods.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      131    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
      9/7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        1    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 ntpath.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       11    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        9    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
       40    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        9    0.000    0.000    0.000    0.000 parse.py:168(hostname)
        1    0.000    0.000    0.047    0.047 ssl.py:1364(do_handshake)
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       10    0.000    0.000    0.000    0.000 parse.py:209(_hostinfo)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       11    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       45    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        4    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        5    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       93    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
       23    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       12    0.000    0.000    0.000    0.000 os.py:755(encode)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
       61    0.000    0.000    0.000    0.000 dammit.py:229(<listcomp>)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        1    0.000    0.000    0.018    0.018 _base_connection.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
       34    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.007    0.007 feedparser.py:1(<module>)
        5    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
       67    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 client.py:417(close)
       14    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
       69    0.000    0.000    0.000    0.000 typing_extensions.py:3024(<listcomp>)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      138    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
       22    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
       24    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       52    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2299(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
       12    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 client.py:838(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1231(deepvalues)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        1    0.000    0.000    0.016    0.016 css_parser.py:316(__init__)
        2    0.000    0.000    0.000    0.000 response.py:404(retries)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        1    0.000    0.000    0.061    0.061 css.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f62da7ed240}
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1596(_BaseV6)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       23    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       22    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
